image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1979-06-01,Markus Persson,Swedish video game programmer and founder of Mojang,game programmer video game producer computer scientist engineer designer,,Sweden,Markus Alexej,2020-06-01
,1979-06-01,TheFatRat,German music producer,record producer musician,,,Christian,2020-06-01
,1979-06-01,Julien Bontemps,French surfer,windsurfer,,France,Julien,2020-06-01
,1979-06-01,Suman Haripriya,politician and film director,politician film director,Member of the Assam Legislative Assembly,India,Suman,2020-06-01
,1979-06-01,Gnana Shekar V.S.,Indian cinematographer and photographer,photographer cinematographer,,India,,2020-06-01
,1979-06-01,Ludemar,association football player,association football player,,Brazil,,2020-06-01
,1979-06-01,Albert van der Merwe,Irish cricketer,cricketer,,South Africa,Albert,2020-06-01
,1979-06-01,Aleš Dolinar,Slovenian speedway rider,motorcycle racer,,Slovenia,Aleš,2020-06-01
,1979-06-01,Andrew Eccles,Australian rules footballer,Australian rules football player,,,Andrew,2020-06-01
,1979-06-01,Ashley Buys,South African rugby union footballer,rugby union player,,South Africa,Ashley,2020-06-01
,1979-06-01,Takeshi Saito,Japanese association football player (born 1979),association football player,,Japan,Takeshi,2020-06-01
,1979-06-01,Yang Dong-geun,South Korean actor and hip-hop artist,actor film actor singer songwriter record producer television actor,,South Korea,Dong-geun,2020-06-01
,1979-06-01,Georgina Bouzova,British actress,actor,,United Kingdom,Georgina,2020-06-01
,1979-06-01,Simon J. Berger,Swedish actor,actor dramaturge,,Sweden,Simon,2020-06-01
,1979-06-01,António Semedo,Portuguese footballer,association football player,,Portugal,António,2020-06-01
,1979-06-01,John P. Bell,Design professor,software developer,,,John,2020-06-01
,1979-06-01,Marcus Bell,American football player,American football player,,United States of America,Marcus,2020-06-01
,1979-06-01,Melvin Mamaclay,Filipino basketball player,basketball player,,Philippines,Melvin,2020-06-01
,1979-06-01,Mick Roberts,Australian rugby league footballer,rugby league player,,Australia,Mick,2020-06-01
,1979-06-01,Ladislav Nagy,Slovak ice hockey player,ice hockey player,,Slovakia,Ladislav,2020-06-01
,1979-06-01,Rhea Santos,Filipino journalist,journalist,,Philippines,Rhea,2020-06-01
,1979-06-01,Savannah Jane Buffett,American radio personality,writer radio personality children's writer,,United States of America,Savannah,2020-06-01
,1979-06-01,Disappearance of Kristen Modafferi,Person (*1979) ♀,,,,Kristen,2020-06-01
,1979-06-01,Stefania Dovhan,singer,singer opera singer,,,Stefania,2020-06-01
,1979-06-01,Mario Méndez,Mexican footballer,association football player,,Mexico,Mario,2020-06-01
,1979-06-01,Wade Liddell,Australian rugby league footballer,rugby league player,,Australia,Wade,2020-06-01
,1979-06-01,Wilmer Ramos,Honduran footballer,association football player association football manager,,Honduras,Wilmer,2020-06-01
,1979-06-01,K. Raghavendra Hitnal,Person (*1979) ♂,,,,,2020-06-01
,1979-06-01,Choi Hye-young,South Korean politician,politician academic,Member of National Assembly of South Korea,,,2020-06-01
,1979-06-01,Milan Davidov,Serbian association football player,association football player,,Serbia,Milan,2020-06-01
,1979-06-01,Craig Olejnik,Canadian actor,actor film actor screenwriter cinematographer television actor,,Canada,Craig,2020-06-01
,1978-06-01,Stefan Goldmann,German DJ,composer disc jockey record producer,,Germany,Stefan,2020-06-01
,1978-06-01,Karen Kwan,figure skater,figure skater figure skating choreographer figure skating coach,,United States of America,Karen,2020-06-01
,1978-06-01,Miloš Mihajlović,Serbian musician,pianist,,Serbia,Miloš,2020-06-01
,1978-06-01,Pierre Deladonchamps,French actor,actor film actor television actor,,France,Pierre,2020-06-01
,1978-06-01,Chen Tien-wen,Taiwanese hurdler,athletics competitor,,Taiwan,,2020-06-01
,1978-06-01,Ernest So,pianist,pianist,,People's Republic of China,Ernest,2020-06-01
,1978-06-01,Savitri Thakur,Indian politician,politician,Member of the 16th Lok Sabha,India,,2020-06-01
,1978-06-01,Shinya Yabusaki,Japanese association football player,association football player,,Japan,,2020-06-01
,1978-06-01,Sunil Khandbahale,Indian businessman,businessperson innovator entrepreneur,,India,,2020-06-01
,1978-06-01,Ben Glover,musician,songwriter record producer,,,,2020-06-01
,1978-06-01,Adil Nisar,Pakistani cricketer,cricketer,,Pakistan,Adil,2020-06-01
,1978-06-01,Zanetor Agyeman-Rawlings,Ghanaian politician and MP,politician general practitioner,Member of the Parliament of Ghana Member of the 7th Parliament of the 4th Republic of Ghana member of parliament,Ghana,,2020-06-01
,1978-06-01,Hasna Benhassi,athletics competitor,middle-distance runner athletics competitor,,Morocco,,2020-06-01
,1978-06-01,Ragıp Eşref Filiz,writer and journalist (*1978) ♂,writer journalist,,,,2020-06-01
,1978-06-01,Nerijus Barasa,Lithuanian footballer,association football player,,Lithuania,Nerijus,2020-06-01
,1978-06-01,Dantès Dailiang,French singer,singer writer presenter,,France,Christophe,2020-06-01
,1978-06-01,Davy Sardou,French actor,actor film actor television actor,,France,Davy,2020-06-01
,1978-06-01,Kees Lensing,Namibian rugby union footballer and coach,rugby union player,,Namibia,Kees,2020-06-01
,1978-06-01,Micky Cummins,Footballer,association football player association football manager,,Ireland,Michael,2020-06-01
,1978-06-01,Peter Klouda,Slovak ice hockey player,ice hockey player,,Czechoslovakia Slovakia,Peter,2020-06-01
,1978-06-01,Abudoureheman,Chinese boxer,boxer,,People's Republic of China,,2020-06-01
,1978-06-01,Ayako Ikeda,Japanese song writer and singer,singer-songwriter,,Japan,Ayako,2020-06-01
,1978-06-01,Ben Lummis,New Zealand singer,musician singer,,New Zealand,Ben,2020-06-01
,1978-06-01,Burak Hascan,Turkish volleyball player,volleyball player,,Turkey,Burak,2020-06-01
,1978-06-01,Kadriye Selimoğlu,Taekwondo practitioner,taekwondo athlete,,Turkey,Kadriye,2020-06-01
,1978-06-01,Jade Parfitt,fashion model,model,,United Kingdom,Jade,2020-06-01
,1978-06-01,John Heath,English former first-class cricketer born 1978,cricketer,,United Kingdom,John,2020-06-01
,1978-06-01,Martin Gritton,Scottish footballer,association football player,,United Kingdom,Martin,2020-06-01
,1978-06-01,Kamal Hossain,Bangladeshi kabaddi player,Kabaddi player,,Bangladesh,Kamal,2020-06-01
,1978-06-01,Koolade,Croatian hip-hop producer,record producer songwriter audio engineer composer,,Croatia,,2020-06-01
,1978-06-01,Marija Lugarić,Croatian politician,politician,representative in the Croatian Parliament,Croatia,Marija,2020-06-01
,1978-06-01,Matthew Hittinger,American writer,poet,,United States of America,Matthew,2020-06-01
,1978-06-01,Namkhaidorjiin Bayarmaa,Mongolian weightlifter,weightlifter,,Mongolia,,2020-06-01
,1978-06-01,Nathan Sologinkin,Australian rugby league player,rugby league player,,Australia,Nathan,2020-06-01
,1978-06-01,Nuwan Sanjeewa,Sri Lankan cricketer,cricketer,,Sri Lanka,,2020-06-01
,1978-06-01,Robb Sapp,American actor,actor,,United States of America,,2020-06-01
,1978-06-01,Wahid El Fattal,Lebanese footballer,association football player,,Lebanon,,2020-06-01
,1978-06-01,Manuel Brehmer,German rower,rower,,Germany,Manuel,2020-06-01
,1978-06-01,Aleksandar Šapić,Serbian water polo player,politician water polo player,,Serbia,Aleksandar,2020-06-01
,1978-06-01,Ignas Dedura,Lithuanian footballer,association football player,,Lithuania,Ignas,2020-06-01
,1978-06-01,Antonietta Di Martino,Italian high jumper,athletics competitor,,Italy,Antonietta,2020-06-01
,1977-06-01,Claudia Barrenechea,Chilean biathlete,biathlete,,Chile,Claudia,2020-06-01
,1977-06-01,Yukiya Yokoyama,Japanese baseball player,baseball player,,Japan,Yukiya,2020-06-01
,1977-06-01,Norbert Némedi,Hungarian association football player,association football player,,Hungary,Norbert,2020-06-01
,1977-06-01,José Gabriel Madonia,Venezuelan actor and mopel,model beauty pageant contestant television actor,,Venezuela,José,2020-06-01
,1977-06-01,Tim Sahaydak,American soccer player and coach,association football player association football manager,,United States of America,Tim,2020-06-01
,1977-06-01,Paul Woolford,New Zealand field hockey player,field hockey player,,New Zealand,Paul,2020-06-01
,1977-06-01,Marián Palát,Czech soccer player,association football player,,Czech Republic,Marián Marian,2020-06-01
,1977-06-01,Lino,Brazilian footballer,association football player,,Brazil,Lino,2020-06-01
,1977-06-01,Fausto Pinato,Brazilian politician,politician lawyer,Brazilian federal deputy federal deputy of São Paulo,Brazil,Fausto,2020-06-01
,1977-06-01,Sarah Wayne Callies,American actress,television actor film actor stage actor,,United States of America,Sarah,2020-06-01
,1977-06-01,Predrag Šuput,Serbian basketball player,basketball player,,Serbia,Predrag,2020-06-01
,1977-06-01,Guzel Yakhina,Russian writer,translator writer screenwriter,,Soviet Union Russia,Güzel,2020-06-01
,1977-06-01,Mark Clarke,disgraced former Conservative party politician,politician,,United Kingdom,Mark,2020-06-01
,1977-06-01,Davendra Sharma,cricketer,cricketer,,India,,2020-06-01
,1977-06-07 1977-06-01,Ana Diaz,"Swedish performing artist, songwriter , and record producer (*1977) ♀",performing artist songwriter record producer,,Sweden,Ana Gabriela Esmeralda,2020-06-01
,1977-06-01,Danielle Harris,American actress,actor film actor film director television actor model beauty pageant contestant voice actor producer,,United States of America,Danielle,2020-06-01
,1977-06-01,Daniel Tai,New Zealand boxer,boxer,,New Zealand,Daniel,2020-06-01
,1977-06-19 1977-06-01,Veronika Vařeková,Czech model,model,,Czech Republic,Veronika,2020-06-01
,1977-06-01,Brad Wilkerson,"American baseball player, Olympic gold medalist",baseball player,,United States of America,Bradley Stephen,2020-06-01
,1977-06-01,Luís Carlos Lima de Souza,Brazilian footballer,association football player,,Brazil,Luuis,2020-06-01
,1977-06-01,Mark Ranby,New Zealand rugby union player,rugby union player,,New Zealand,Mark,2020-06-01
,1977-06-01,Jón Jósep Snæbjörnsson,Icelandic singer,singer film score composer actor,,Iceland,Jón,2020-06-01
,1977-06-01,Luo Xiuhua,Chinese rower,rower,,People's Republic of China,,2020-06-01
,1977-06-01,Andrea Bogart,American actress,actor television actor film actor,,United States of America,Andrea,2020-06-01
,1977-06-01,Arsen Gitinov,Olympic wrestler,amateur wrestler,,Kyrgyzstan,Arsen,2020-06-01
,1977-06-01,Bashar Bani Yaseen,Jordanian footballer,association football player,,Jordan,,2020-06-01
,1977-06-01,Marisa Baena,professional golfer,golfer,,United States of America,Marisa,2020-06-01
,1977-06-01,Dondon Hontiveros,Filipino basketball player,basketball player,,Philippines,,2020-06-01
,1977-06-01,Epeli Ruivadra,Fijian  rugby union player,rugby union player,,Fiji,,2020-06-01
,1977-06-01,Evne Webber,Female cricketer,cricketer,,South Africa,,2020-06-01
,1977-06-01,Gyöngyver Lakos,Hungarian swimmer,swimmer,,Hungary,,2020-06-01
,1977-06-01,Konstantin Bryliakov,researcher,chemist researcher,,Soviet Union Russia,,2020-06-01
,1977-06-01,Jone Daunivucu,Fijian rugby union player,rugby union player,,Fiji,Jone,2020-06-01
,1977-06-01,Ramiro Leone,Argentine footballer,association football player,,Argentina,Ramiro,2020-06-01
,1977-06-01,Jago Cooper,English archaeologist,anthropologist archaeologist,,United Kingdom,Jago,2020-06-01
,1977-06-01,Jamie Costin,athletics competitor,athletics competitor,,Ireland,Jamie,2020-06-01
,1977-06-01,Keir Dillon,American freestyle skier,freestyle skier,,United States of America,Keir,2020-06-01
,1977-06-01,Kelly Scott,Canadian curler,curler,,Canada,Kelly,2020-06-01
,1977-06-01,Krissada Pornweroj,Thai actor,actor model television actor,,Thailand,,2020-06-01
,1977-06-01,Manpreet Tiwana,Indian lyricist,lyricist songwriter writer,,,,2020-06-01
,1977-06-01,Michał Świstak,Polish footballer,association football player,,Poland,Michał,2020-06-01
,1977-06-01,Pete Chatmon,American filmmaker,film director,,United States of America,Pete,2020-06-01
,1977-06-01,Phil Morrison,British racing driver,racing driver businessperson,,United Kingdom,Phil,2020-06-01
,1977-06-01,James Storm,American professional wrestler,professional wrestler actor film actor,,United States of America,James,2020-06-01
,1977-06-01,Shane Rigon,Australian rugby league footballer,rugby league player,,Australia,Shane,2020-06-01
,1977-06-01,Thomas Byrne,Irish politician,politician lawyer,Teachta Dála senator of Ireland,Ireland,Thomas,2020-06-01
,1977-06-01,Marius Radu,association football player,association football player,,Romania,Marius,2020-06-01
,1976-06-01,Kohei Murakami,Japanese actor,actor seiyū,,Japan,Kōhei,2020-06-01
,1976-06-01,Melanie Oßwald,German politician,politician,member of the German Bundestag,Germany,Melanie,2020-06-01
,1976-06-01,Lorenzo Bertini,Italian rower,rower,,Italy,Lorenzo,2020-06-01
,1976-06-01,Marius Trygg,Norwegian ice hockey player,ice hockey player,,Norway,Marius,2020-06-01
,1976-06-01,John Wright,American politician from Missouri,politician,Member of the Missouri House of Representatives,United States of America,John,2020-06-01
,1976-06-01,Mats Trygg,Norwegian ice hockey player,ice hockey player,,Norway,Mats,2020-06-01
,1976-06-01,Vivek Sonar,Indian person (*1976) ♂,,,India,,2020-06-01
,1976-06-01,Roberto Silva,Peruvian footballer,association football player association football manager,,Peru,Roberto,2020-06-01
,1976-06-01,William Carr,cricketer,cricketer,,Australia,William,2020-06-01
,1976-06-01,Talaat Abada,Egyptian taekwondo practitioner,taekwondo athlete,,Egypt,,2020-06-01
,1976-06-01,Anne-Marie Helder,"British singer, songwriter & musician",singer songwriter singer-songwriter,,United Kingdom,Anne-Marie,2020-06-01
,1976-06-01,Álex da Rosa,Bolivian footballer,association football player,,Brazil Bolivia,Álex,2020-06-01
,1976-06-01,Nikołaj Sawin,Belarusian wrestler,amateur wrestler,,Belarus,Mikalai,2020-06-01
,1976-06-01,Camille Martens,Canadian rhythmic gymnast,rhythmic gymnast,,Canada,Camille,2020-06-01
,1976-06-01,Virginie Machado,French artistic gymnast,artistic gymnast,,France,Virginie,2020-06-01
,1976-06-01,Shelley Rae,English female rugby union player,rugby union player,,United Kingdom,Shelley,2020-06-01
,1976-06-01,Angela Perez Baraquio,American beauty queen,basketball coach model politician,,United States of America,Angela,2020-06-01
,1976-06-01,Peter Cornell,American basketball player,basketball player,,United States of America,Peter,2020-06-01
,1976-06-01,Marc Henrichmann,German politician (CDU),politician lawyer,member of the German Bundestag,Germany,Marc,2020-06-01
,1976-06-01,Tigers Mask,Japanese professional wrestler,professional wrestler,,Japan,Atsushi,2020-06-01
,1976-06-01,Milton Browne,Barbadian middle-distance runner,athlete,,Barbados,Milton,2020-06-01
,1976-06-01,Abu Maria Al-Qahtani,Person (*1976) ♂,,,,,2020-06-01
,1976-06-01,Anders Rasmussen,Danish footballer,association football player,,Denmark,Anders,2020-06-01
,1976-06-01,Ana Maria Groza,athletics competitor,athletics competitor,,Romania,Ana,2020-06-01
,1976-06-01,Saburo Ohmura,baseball player,baseball player,,Japan,Saburō,2020-06-01
,1976-06-01,Grey Ruegamer,Player of American football,American football player,,United States of America,Grey,2020-06-01
,1976-06-01,Marlon Devonish,English sprint athlete,sprinter athletics competitor,,United Kingdom,Marlon,2020-06-01
,1976-06-01,Óscar Martínez,Spanish TV presenter,television presenter,,Spain,Óscar,2020-06-01
,1976-06-01,Úrsula Martín Oñate,Spanish judoka,judoka,,Spain,Úrsula,2020-06-01
,1976-06-01,Kavitha Balakrishnan,"Indian art critic, curator and artist",art critic curator artist,,India,,2020-06-01
,1976-06-01 1976-07-01,Kellie Bright,English actress,actor film actor,,United Kingdom,Kellie,2020-06-01
