image,Born,Person,description,occupation,position held,country of citizenship,given name
,1979-05-07,Jon Kent,South African cricketer,cricketer,,South Africa,Jon
,1979-05-07,Ken Kwek,Singaporean film director,film director journalist screenwriter,,Singapore,Ken
,1979-05-07,Leandro Netto de Macedo,Brazilian footballer,association football player,,Brazil,Leandro
,1979-05-07,Nikki Hayes,Irish DJ,,,Ireland,Nikki
,1979-05-07,Rashad Bauman,American football player,American football player,,United States of America,Rashad
,1979-05-07,Sarmad Sultan Khoosat,Pakistani actor,screenwriter film director television actor,,Pakistan,Sarmad
,1979-05-07,Carlos Castaño Panadero,Spanish cyclist,sport cyclist track cyclist,,Spain,Carlos
,1979-05-07,Vito Žuraj,Slovenian composer,composer,,Slovenia Socialist Federal Republic of Yugoslavia,Vito
,1979-05-07,Maxim Aleshin,gymnast,artistic gymnast,,Russia,Maksim
,1979-05-07,Bogdan Pătrașcu,Romanian footballer,association football player,,Romania,Bogdan
,1979-05-07,Sha,German singer,singer,,Germany,
,1978-05-07,Danyelle Sargent,American sports announcer,journalist sports commentator,,United States of America,
,1978-05-07,John Janick,music executive,music executive,,,John
,1978-05-07,Christoffer Sundqvist,Finnish musician,clarinetist,,Finland,Christoffer
,1978-05-07,Reza Farahmand,Iranian film director,film director,,Iran,
,1978-05-07,Stephanie Pohl,German beach volleyball player,volleyball player beach volleyball player,,Germany,Stephanie
,1978-05-07,Peter Wessels,Dutch tennis player,tennis player,,Kingdom of the Netherlands,Peter
,1978-05-07,Aleksandr Bashminov,Russian basketball player,basketball player,,Russia,Aleksandr
,1978-05-07,Antal Pusztai,hungarian musician,jazz musician jazz guitarist classical guitarist,,Hungary,Antal
,1978-05-07,Shawn Marion,American basketball player,basketball player,,United States of America,Shawn
,1978-05-07,Mir Khalid Humayun Langau,politician,politician,,,
,1978-05-07,Cheryl Lyndsey,musician,singer-songwriter composer podcaster,,United States of America,Cheryl
,1978-05-07,Tomasz Pauszek,musician (*1978) ♂,musician,,,Tomasz
,1978-05-07,Lucie Robinson,Czech photographer,photographer fashion photographer,,Czech Republic,Lucie
,1978-05-07,Edward Elliot-Square,English cricketer,cricketer,,United Kingdom,Edward
,1978-05-07,Kevin Nadal,American writer,writer psychologist,,United States of America,Kevin
,1978-05-07,Kylie Watson,Australian actress,actor interior designer,,Australia,Kylie
,1978-05-07,Dave Walder,English rugby union player,rugby union player cricketer,,United Kingdom,Dave
,1978-05-07,Francesco Montervino,Italian footballer,association football player,,Italy,Francesco
,1978-05-07,Mauro Carabajal,football player,association football player,,Argentina,Mauro
,1978-05-07,Stian Arnesen,Norwegian singer and musician,singer musician guitarist,,Norway,Stian
,1978-05-07,Merete Møller,Danish handball player,handball player,,Denmark,Merete
,1978-05-07,Steve Kent,Canadian politician,politician,,Canada,Steve
,1978-05-07,Zara Sheikh,Pakistani actor-model,model actor,,Pakistan,Zara
,1978-05-07,James Carter,American hurdler,hurdler,,United States of America,James
,1977-05-07,Kanako Nishi,Japanese writer,novelist,,Japan,Kanako
,1977-05-07,J. Craig Gordon,American politician,politician,member of the Georgia House of Representatives,United States of America,J.
,1977-05-07,Vladimir Ivić,Serbian association football player,association football player association football manager,,Serbia,Vladimir
,1977-05-07,Taymon Domzalski,American basketball player,basketball player radiologist,,United States of America,
,1977-05-07,László Éger,Hungarian association football player,association football player,,Hungary,László
,1977-05-07,Grégory Paisley,Footballer,association football player,,France,Grégory
,1977-05-07,Lisa Kelly,Irish singer,singer pianist,,Ireland,Lisa
,1977-05-07,Andrea Gonsebate,Argentinian association football player,association football player,,Argentina,Andrea
,1977-05-07,Brad Isbister,Canadian ice hockey player,ice hockey player,,Canada,Brad
,1977-05-07,Elton Flatley,Australian rugby union player,rugby union player,,Australia,Elton
,1977-05-07,Laurent Frayssinous,French rugby league footballer and coach,rugby league player,,France,Laurent
,1977-07-05 1977-05-07,Petr Papoušek,Czech soccer player,association football player,,Czech Republic,Petr
,1977-05-07,Łukasz Sosin,Polish footballer,association football player,,Poland,Łukasz
,1977-05-07,Anthimos Rotos,Cypriot sprinter,sprinter,,Republic of Cyprus,
,1977-05-07,Be Makara,Cambodian football manager,association football manager,,,
,1977-05-07,Maja Mačužić,"politician , Member of the National Assembly of Serbia (*1977) ♀",politician,Member of the National Assembly of Serbia,,Maja
,1977-05-07,Bam Aquino,Filipino television personality,politician,Member of the Senate of the Philippines,Philippines,
,1977-05-07,Matt Panoussi,Australian male curler & curling coach,curler curling coach,,Australia,Matt
,1977-05-07,Jeff Bilyk,American soccer player-coach,association football player association football manager,,United States of America,Jeff
,1977-05-07,Marjo-Riikka Makela,Finnish actress,actor stage actor,,Finland,
,1977-05-07,Noam Weinstein,American singer and songwriter,singer-songwriter composer,,United States of America,Noam
,1977-05-07,On Shaw Ming,Singaporean sport shooter,athlete,,,
,1977-05-05 1977-05-07,Branko Jelić,Serbian footballer,association football player,,Serbia,Branko
,1977-05-07,Roman Týce,Czech soccer player and soccer representant,association football player,,Czech Republic,Roman
,1977-05-07,Helluva,Person (*1977) ♂,,,,
,1977-05-07,Thamer Al-Shamroukh,Kuwaiti swimmer,,,,
,1977-05-07,Marko Milič,Slovenian basketball player,basketball player,,Slovenia,Marko
,1976-05-07,Calvin Booth,American basketball player,basketball player,,United States of America,Calvin
,1976-05-07,Mário Filipovič,Slovak sport shooter,sport shooter,,Slovakia,Mário
,1976-05-07,Deon Humphrey,American football linebacker,American football player,,,Deon
,1976-05-07,Berk Tuna,Olympic triple jumper,athletics competitor,,Turkey,
,1976-05-07,Sapreet Kaur,US-American manager (*1976) ♀; member of Peace Corps,manager,,United States of America,
,1976-05-07,Zoé Félix,French actress,actor film actor,,France,Zoé
,1976-05-07,Andrea Lo Cicero,Italian rugby union player,rugby union player television presenter,,Italy,Andrea
,1976-05-07,Gianpiero Pastore,Italian fencer,fencer,,Italy,Gianpiero
,1976-05-07,Ayelet Shaked,Israeli politician,politician computer scientist engineer,Knesset member Justice Minister of Israel,Israel,Ayelet
,1976-05-07,Gō Jibiki,actor,actor,,Japan,
,1976-05-07,Tang Lin,judoka,judoka,,People's Republic of China,
,1976-05-07,Cleber Alexandre Gomes,Brazilian association football player,association football player,,Brazil,
,1976-05-07,Sophie Thalmann,French model,beauty pageant contestant model children's writer writer,,France,Sophie
,1976-05-07,Stacey Jones,New Zealand rugby league footballer and coach,rugby league player,,New Zealand,Stacey
,1976-05-07,Anders Juliussen,Norwegian association football player,association football player,,Norway,Anders
,1976-05-07,Cariola Hechavarría,Olympic basketball player,basketball player,,Cuba,
,1976-05-07,Özlem Cekic,Danish politician,nurse politician,member of the Folketing Representative of the Parliamentary Assembly of the Council of Europe,Denmark,Özlem
,1976-05-07,Matt Squire,American record producer,record producer musician composer,,United States of America,Matt
,1976-05-07,Berke Hatipoğlu,Turkish musician,architect musician,,Turkey,
,1976-05-07,Alexandra Béres,Hungarian model and curler,curler model,,Hungary,Alexandra
,1976-05-07,Gisela Riera,Spanish tennis player (1976-),tennis player,,Spain,Gisela
,1976-05-07,Alejandro Spajic,Argentine volleyball player,volleyball player,,Argentina,Alejandro
,1976-05-07,Maciej Golubiewski,Polish diplomat and political scientist,political scientist diplomat,,Poland,Maciej
,1976-05-07,Sean Gillam,Canadian ice hockey defenceman,ice hockey player,,Canada,Sean
,1976-05-07,Chrysoula Zacharopoulou,French gynecologist and politician,politician gynaecologist,member of the European Parliament,Greece,Q64088571
,1976-05-07,Yeung Ching Kwong,Hong Kong footballer,association football player association football manager,,People's Republic of China,
,1976-05-07,Mark Gale,Australian footballer,Australian rules football player,,Australia,Mark
,1976-05-07,Mark Hobson,British boxer,boxer,,United Kingdom,Mark
,1976-05-07,Melanie Clewlow,British field hockey player,field hockey player,,United Kingdom,Melanie
,1976-05-07,Nick Butcher,Olympic field hockey player,field hockey player,,United States of America,Nick
,1976-05-07,Pat Keogh,Scottish footballer,association football player,,United Kingdom,Pat
,1976-05-07,Paulo Roberto Junges,Brazilian footballer,association football player association football manager,,Brazil,Paulo Roberto
,1976-05-07,Peter Devine,American fencer,fencer,,United States of America,Peter
,1976-05-07,Daniel Njenga,Kenyan marathon runner,marathon runner,,Kenya,Daniel
,1976-05-07,Dave van den Bergh,Dutch footballer,association football player,,Kingdom of the Netherlands,Dave
,1976-05-07,Ronny Ernst,German footballer,association football player,,Germany,Ronny
,1976-05-07,Jay Frog,German DJ,disc jockey composer,,Germany,Jay
,1976-05-07,Steven Reinprecht,Canadian ice hockey player,ice hockey player,,Canada,Steven
,1976-05-07,Thomas Biagi,Italian racecar driver,racing automobile driver,,Italy,Thomas
,1976-05-07,Mariana van Zeller,Portuguese journalist,journalist,,Portugal,Mariana
,1976-05-07,Łukasz Starowicz,Polish sportsperson,snowboarder,,Poland,Łukasz
,1976-05-07,Matteo Gianello,Italian footballer,association football player,,Italy,Matteo
,1975-05-07,Preto Casagrande,Brazilian association football player,association football player,,Brazil,
,1975-05-07,Steve Pasek,"German egyptologist, coptologist, theologian and classical philologist",egyptologist coptologist theologian classical philologist,,Germany,Steve
,1975-05-07,Zhenis Kassymbek,"Kazakhstan civil servant (*1975) ♂; Order of Kurmet , Order of Parasat , Medal ""10 years of Astana"" , and commemorative medal for the ten years of independence of the Republic of Kazakhstan",civil servant,,Kazakhstan,
,1975-05-07,Maria Bengtsson,Swedish operatic soprano,singer opera singer musician performing artist,,Sweden,Maria
,1975-05-07,Luca Cei,Italian bicycle racer,sport cyclist,,Italy,Luca
,1975-05-07,Stjepan Ostojić,Croatian footballer,association football player,,Croatia,Stjepan
,1975-05-07,Saša Janić,Croatian footballer,association football player,,Germany,Saša
,1975-05-07,Serhii Shakhov,Ukrainian politician,politician,People's Deputy of Ukraine,Ukraine,
,1975-05-07,Michael Kretschmer,"German politician (CDU), Minister President of Saxony",politician engineer,member of the German Bundestag Minister-President of Saxony Member of the Bundesrat of Germany,Germany,Michael
,1975-05-07,Sandra de Pol,Swiss footballer,association football player,,Switzerland,Sandra
,1975-05-07,Daniël Willemsen,Dutch sidecarcross rider,motocross rider,,Kingdom of the Netherlands,Daniël
,1975-05-07,Morocco Omari,American stage and screen actor,actor television actor,,,
,1975-05-07,Stéphane Bahier,French triathlete,triathlete,,France,Stéphane
,1975-05-07,Justin James,"Canadian electronic musician, DJ, educator and label owner",record producer composer,,Canada,Justin James
,1975-05-07,Árni Gautur Arason,Icelandic footballer,association football player,,Iceland,Árni
,1975-05-07,Andreas Lund,Norwegian footballer,association football player,,Norway,Andreas
,1975-05-07,Alexis Readinger,Interior designer (*1975) ♂,interior designer,,,Alexis
,1975-05-07,Jason Tunks,Canadian discus thrower,discus thrower shot putter,,Canada,Jason
,1975-05-07,Roberto Prosseda,Italian musician,pianist,,Italy,Roberto
,1975-05-07,Martina Topley-Bird,English vocalist and songwriter,singer pianist,,United Kingdom,Martina
,1975-05-07,Roxana Maracineanu,French swimmer and politician,swimmer politician,member of the regional council of Île-de-France Minister of Sport,Romania France,Roxana
,1975-05-07,Anna Sergeeva,Russian rower,rower,,Russia,Anna
,1975-05-07,Arkadiusz Miklosik,Polish footballer,association football player,,Poland,Arkadiusz
,1975-05-07,Ashley Cowan,English cricketer,cricketer,,United Kingdom,Ashley
,1975-05-07,Gunhild Carling,Swedish jazz musician and multiinstrumentalist,musician trombonist,,Sweden,Gunhild
,1977-05-14 1975-07-05 1975-05-07,Maureen Mmadu,association football player,association football player,,Nigeria,Maureen
,1975-05-07,Dustin Fletcher,Australian rules footballer,Australian rules football player,,,Dustin
,1975-05-07,Egidijus Balčiūnas,canoeist,canoeist,,Lithuania,Egidijus
,1975-05-07,Sigfús Sigurðsson,handball player,handball player,,Iceland,Sigfús
,1975-05-07,Fernando Lima,Spanish singer,singer opera singer,,Mexico City,Fernando
,1975-05-07,Frank Meeink,former white supremacist skinhead gang member in the United States,,,United States of America,Frank
,1975-05-07,Jaime Arturo Vázquez Aguilar,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Jaime
,1975-05-07,Joseph Albert Quarm,Ghanaian politician,politician consultant,Member of the 7th Parliament of the 4th Republic of Ghana,Ghana,Joseph
,1975-05-07,Jean-Sébastien Fecteau,figure skater,figure skater,,Canada,Jean-Sébastien
,1975-05-07,Jennifer Storm,American writer,writer,,United States of America,Jennifer
,1975-05-07,Nathan Chapman,Australian rules footballer,Australian rules football player,,,Nathan
,1975-05-07,Penny Clark,Olympic sailor,sailor,,United Kingdom,Penny
,1975-05-07,Rafael Hugo de Weryha-Wysoczański,Polish art historian and writer,art historian writer,,,Rafał
,1975-05-07,Assaf Naor,Israeli mathematician,mathematician computer scientist university teacher,,Israel,
,1975-05-07,Salim Dada,composer,composer musician musicologist teacher,,Algeria,Salim
,1975-05-07,Seán Kyne,Irish politician,politician,Teachta Dála,Ireland,Seán
,1975-05-07,Big Noyd,American rapper,musician rapper singer,,United States of America,
,1975-05-07,Caroline Fournier,Mauritian thrower,athletics competitor,,Mauritius,Caroline
,1974-05-07,Christoffer Boe,Danish filmmaker,film director screenwriter,,Denmark,Christoffer
